Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Term_Years,log_CIHR_Contribution,Year
"Webster, Fiona",University of Toronto,Project Grant,201809PJT,"Humanities, Social Sciences, Law & Ethics in Health","Understanding the social determinants of health from the standpoint of patients: an institutional ethnography of mental health, addictions and poverty in the lives of people with chronic pain.",344252,0,4 yrs 0 mth ,0.0,12.74913213114988,2018
"Molinaro, Monica L",University of Western Ontario,Travel Awards - Institute Community Support,201802ISU,Institute of Aging,Understanding the technology adoption patterns of older adults with age-related vision loss (ARVL): Using home technology tours and the go-along method,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2018
"Wagner, Anne",Toronto Metropolitan University,CIHR Fellowship,201411MFE,Allied Health Professionals - Fellowships,"Understanding trauma care needs and development of a pilot intervention for women living with HIV in Toronto, Canada",135000,0,3 yrs 0 mth ,0.0,11.813037464800539,2014
"Clavier, Carole",Université du Québec à Montréal,Travel Awards - Institute Community Support,201510ISU,Institute of Population and Public Health - Travel Awards,Understanding urban policies for health as the interconnection between several policy subsystems,2500,0,1 yr 0 mth ,1.0,7.824445930877619,2015
"Ames, Megan E; Smith, Barbara J; Paterson, Theone",University of Victoria (British Columbia),Operating Grant: COVID-19 Vaccine Confidence,202108VCF,Operating Grant : COVID-19 Vaccine Confidence,Understanding vaccine confidence and decision-making among Canadian youth: Survey and intervention development,170329,0,2 yrs 0 mth ,0.0,12.045493010854623,2021
"Smith, Peter M",Institute for Work & Health (Toronto),Operating Grant,201309MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Understanding why gender and age differences exist in return-to-work following a musculoskeletal injury,162615,0,2 yrs 0 mth ,0.0,11.999146872238798,2013
"Cole, Adam G",University of Waterloo (Ontario),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201410GSD,Doctoral Research Awards - B,"Understanding youth tobacco use: Exploring susceptibility, onset, and cessation of 7 tobacco products",105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2014
"Russell, Kelly F; Morrongiello, Barbara A",University of Manitoba,Operating Grant - PA: Regional Partnership Program : Manitoba,201303RPA,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Understanding youths' attitudes and practices with regard to high-risk behaviors while skiing and snowboarding,60000,0,2 yrs 0 mth ,0.0,11.002116507732017,2013
"Mayan, Maria Jane; Wilson, Douglas; Boffa, Jody M",University of Alberta,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201204CDE,HIV/AIDS Community-Based Research - General Stream (Merged),"Understandings of tuberculosis infection, disease, and treatment following TB prophylaxis implementation among people living with HIV in KwaZulu-Natal, South Africa",30670,0,1 yr 0 mth ,1.0,10.331072861728375,2012
"Bjerre, Lise; Chomienne, Marie-Hélène; Gauthier, Alain P; Landry, Josette-Renée; Prud'Homme, Denis; Tanuseputro, Peter",University of Ottawa,Catalyst Grant: Official Language Minority Communities in Health Research,202110OLG,Catalyst Grant: Official Language Minority Communities,Une communauté de recherche pour améliorer les services de santé pour les communautés francophones en situation minoritaire au Canada,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2021
"Bradshaw, Ben; Knotsch, Cathleen; Janes, Craig R; Richmond, Chantelle A",University of Guelph,Knowledge Synthesis Grant - PA: Tri-Agency Partnership on the Environment,201010KSP,Knowledge Synthesis Grant,Unearthing and Communicating Health Implications and Possible Interventions for Aboriginal Communities Experiencing Mine Development,49911,0,1 yr 0 mth ,1.0,10.818016733790623,2010
"MILLIGAN, KEVIN",University of British Columbia,Team Grant: More Years / Better Lives,202009MYB,Special Cases,"Unequal ageing: life-expectancy, care needs and reforms to the welfare state",96617,4000,3 yrs 0 mth ,0.0,11.478520338246051,2020
"Potvin Kent, Monique C",University of Ottawa,Project Grant,201909PJT,"Nutrition, Food & Health",Unhealthy food and beverage sponsorship of children's sports clubs in two policy environments,393976,0,4 yrs 0 mth ,0.0,12.88404781094163,2019
"Morrongiello, Barbara A",University of Guelph,Operating Grant,200909MOP,Social & Developmental Aspects of Children's & Youth's Health,Unintentional Injuries: Influences on school-age children's risk taking and strategies for prevention,509663,0,5 yrs 0 mth ,0.0,13.141506964051509,2009
"Raina, Parminder S",McMaster University,Planning Grants,201302KPE,Planning Grants,"Uniting Autism, Aging and Disability Researchers: A Discussion of the Methodological and Clinical Issues in the Development of a Screening Tool to Detect Autism in Later Life",24963,0,1 yr 0 mth ,1.0,10.125190066053934,2013
"Haddad, Pierre S; Iserhoff, Ashley S",Université de Montréal,Team Grant: Pathways Implementation Research Team - Component 2,201509OP2,Pathways Implementation Research Team - Component 2,Uniting Traditional Ways and Science around medicinal plants/foods for the better prevention and management of Type 2 Diabetes in Canadian First Nations,675000,0,3 yrs 0 mth ,0.0,13.42246945133505,2015
"Greenaway, Christina A",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Operating Grant,201303MOP,"Public, Community & Population Health",Universal Childhood Varicella Vaccination Program: Will It Protect or Harm the Immigrant Population?,275523,0,3 yrs 6 mths ,0.0,12.526430018118441,2013
"Cerigo, Helen E",McGill University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201510GSD,Doctoral Research Awards - B,Universal health coverage and social inequalities in health: Understanding the impact of barriers and restrictions to health insurance coverage,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2015
"Ibanez-Carrasco, Francisco",Ontario HIV Treatment Network,Planning Grants - Priority Announcement:  HIV/AIDS,201110MPL,Planning Grants,Universities Without Walls Looks Forward: A Strategic Planning Meeting and Stakeholder Consultation,21500,0,1 yr 0 mth ,1.0,9.975854724662028,2011
"Ronksley, Paul E",University of Calgary,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - B,Unmet Health Care Needs and Adverse Outcomes for Patients with Chronic Disease,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2009
"Dubé, Eve",Université Laval,Op. Grant: Emerging COVID-19 Research Gaps & Priorities - Confidence in science,202104GA3,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Confidence in science,Unpacking COVID-19 Vaccine Hesitancy in Canada,499870,0,1 yr 0 mth ,1.0,13.122105344116603,2021
"McConnell, Meghan",University of Ottawa,Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,Unpacking the Sociocultural Characteristics of Operational Stress Injury Among Paramedics: a Mixed Methods Approach,94631,0,1 yr 0 mth ,1.0,11.457750964225573,2018
"Guthrie, Jennifer L",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201510GSD,Doctoral Research Awards - B,Unraveling the Thread of Transmission: Pairing Traditional Epidemiology with Genomics to Understand Tuberculosis Transmission Dynamics,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2015
"Woodgate, Roberta L",University of Manitoba,Emerging Team Grant: Children with Disabilities (Bright Futures for Kids with...,200810TWC,Emerging Team Grant: Children with Disabilities,Unravelling the Disability Trajectory of First Nations Families of Children with Disabilities: Advancing Jordan's Principle,526581,2500,3 yrs 0 mth ,0.0,13.174162343918177,2008
"Fisman, David N",University of Toronto,Operating Grant,201103MOP,"Public, Community & Population Health",Untangling the Web: Understanding the Abrupt Increase Chlamydia Risk in Ontario through Applied Epidemiology and Mathematical Modeling,247423,0,3 yrs 0 mth ,0.0,12.418858743127949,2011
"Richter, Magdalena S; Adjorlolo, Samuel; Jarvis, Kimberly",University of Saskatchewan,Project Grant,202303PJT,"Public, Community & Population Health",Unveiling the Silence: Developing and Evaluating a Feasibility Study to Improve Access and Utilization to Sexual and Reproductive Health Services for Kayayei (Head Porters) in Ghanaian Markets,868276,0,5 yrs 0 mth ,0.0,13.674266067157083,2023
"Veroniki, Areti Angeliki; Hutton, Brian E; Stevens, Adrienne L; Tricco, Andrea C",Unity Health Toronto,Project Grant,202303PJT,Knowledge Translation Research,"Update of Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) extensions for network meta-analyses, rapid reviews, and scoping reviews",416925,0,2 yrs 0 mth ,0.0,12.940664026999826,2023
"Tremblay, Mark S; Carson, Valerie L; Duggan, Mary",Children's Hospital of Eastern Ontario Research Institute Inc,Knowledge Synthesis Grant,201601KRS,Knowledge Synthesis Grant,Update of the Canadian Physical Activity Guidelines for the Early Years,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2016
"Carson, Valerie L; Duggan, Mary; Tremblay, Mark S",Children's Hospital of Eastern Ontario Research Institute Inc,Knowledge Synthesis Grant,201505KRS,Knowledge Synthesis Grant,Update of the Canadian Sedentary Behaviour Guidelines for the Early Years,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2015
"McGuire-Adams, Tricia D",University of Ottawa,"Doctoral Research Award -PA: Research in First Nations, Métis &/or Inuit Health",201410DIA,Doctoral Research Awards - B,Urban Anishinaabeg Women's Physical Well-Being:  An Approach to Decolonization through Physical Activity,108000,0,3 yrs 0 mth ,0.0,11.58989576532275,2014
"Moscou, Kathy",Brandon University (Manitoba),Catalyst Grant: Indigenous Approaches to Wellness Research,201701IAW,Indigenous Approaches to Wellness Research,Urban Gardens: towards holistic health and food security for urban Indigenous Peoples,149990,0,0 yr 1 mth ,0.08333333333333333,11.918330571278322,2017
"Murphy, Kelly A; Brillinger, Chris; Fay, Krissa; Mason, Gillian; O'Campo, Patricia J",Unity Health Toronto,Operating Grant: Knowledge to Action,201010KAL,Operating Grant: Knowledge to Action,Urban HEART @ Toronto: Adapting the WHO Urban Health Equity Assessment and Response Tool for a Canadian City,197894,2000,2 yrs 0 mth ,0.0,12.195491865985987,2010
"Manson, Daniel",University of British Columbia,Fellowship - PA - Research & Knowledge Translation on Urban Housing and Health,202012RAT,Health Research Training A - Post-PhD (HTA),Urban Housing Instability and Substance Use Care Trajectories among Young People in Vancouver,45000,0,2 yrs 0 mth ,0.0,10.714439990727769,2020
"Kurtz, Donna L; Barnes, Wilfred; Moar, Diana; Barry, Julianne C; Hutchinson, Peter J; Legault, Gabrielle",University of British Columbia,Team Grant: Indigenous Gender and Wellness Team Grant,202107IWT,Indigenous Gender and Wellness Team Grants,"Urban Indigenous Identity, Gender, and Wellness: Sharing Wisdom Across Generations",496807,0,3 yrs 0 mth ,0.0,13.115958912531335,2021
"Blair, Alexandra",Université de Montréal,Travel Awards - Institute Community Support,201701ISU,Institute of Cancer Research,Urban area-level income and likelihood of non-recent colorectal cancer screening in Canada,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2017
"Minaker, Leia",University of Waterloo (Ontario),"Project Grant - PA: Population and Public Health - Healthy Cities",202010P12,"Public, Community & Population Health 2",Urban environments and youth mental health: examining how adolescent mental health indicators are associated with urban design and cognitive architecture in a mid-sized Ontario city,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2020
"McGavock, Jonathan M; McRae, Heather; Perchotte, Chantal; Roussin, Diane; Sanguins, Julianne; Sinclair, Stephanie A",University of Manitoba,Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202210EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,Urban trail expansion and mental health of children and adolescents -,75000,0,1 yr 0 mth ,1.0,11.225256725762893,2022
"Britz-Mckibbin, Philip",McMaster University,Project Grant,202209PJT,"Public, Community & Population Health",Urinary Biomarkers of Tobacco Smoke Exposure and Harm: An Exposomics Approach to Understand the Smoking Paradox,692324,0,3 yrs 0 mth ,0.0,13.447810777526461,2022
"DeBono, Nathan L",University of Toronto,Project Grant - Priority Announcement: Early Detection/Cancer Prevention,202309DCP,"Public, Community & Population Health 2",Urinary Phthalate Biomarker Concentrations and Breast and Prostate Cancer Risk in a National Cohort of Adults in Canada,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Munro, Sarah B",University of British Columbia,Travel Awards - Institute Community Support,201505ISU,Institute of Gender and Health,Usability Testing of a Patient Education Tool for Vaginal Birth after Cesarean (VBAC),2500,0,1 yr 0 mth ,1.0,7.824445930877619,2015
"De Clifford-Faugère, Gwenaelle",Université du Québec en Abitibi-Témiscamingue,CIHR Fellowship,202210MFE,Health Research Training B - HP,Usage d'analgésiques en conditions réelles de pratique chez les personnes vivant avec de la douleur chronique : Une approche novatrice de modélisation de la polypharmacie sous forme de trajectoires de risque,90000,0,2 yrs 0 mth ,0.0,11.407576060361786,2022
